gene	chr	tss
CCDC189	16	30762244
RNF40	16	30761611
ZNF629	16	30787219
BCL7C	16	30894302
CTF1	16	30896606
FBXL19	16	30924574
ORAI3	16	30949083
SETD1A	16	30957293
HSD3B7	16	30985197
STX1B	16	31010638
STX4	16	31033490
ZNF668	16	31065088
ZNF646	16	31074421
PRSS53	16	31088809
VKORC1	16	31094999
BCKDK	16	31108293
KAT8	16	31117663
PRSS8	16	31135762
PRSS36	16	31150094
FUS	16	31180109
PYCARD	16	31202776
TRIM72	16	31214020
PYDC1	16	31217093
ITGAM	16	31259966
ITGAX	16	31355133
ITGAD	16	31393311
COX6A2	16	31428428
ZNF843	16	31443027
ARMC5	16	31458995
TGFB1I1	16	31473204
SLC5A2	16	31483117
C16orf58	16	31508419
AHSP	16	31527851
ZNF720	16	31713228
ZNF267	16	31873757
TP53TG3D	16	32253323
LINC00273	16	34160036
LINC01566	16	35363530
LINC02167	16	35746551
SHCBP1	16	46621402
VPS35	16	46689232
ORC6	16	46689645
MYLK3	16	46748309
C16orf87	16	46831407
GPT2	16	46884379
DNAJA2	16	46973714
NETO2	16	47144025
ITFG1	16	47461274
PHKB	16	47461298
LINC02192	16	47887130
LINC02133	16	47858580
ABCC12	16	48146770
ABCC11	16	48235177
LONP2	16	48244166
SIAH1	16	48385318
N4BP1	16	48610209
CBLN1	16	49281831
C16orf78	16	49373807
ZNF423	16	49822738
CNEP1R1	16	50025205
HEATR3	16	50065940
PAPD5	16	50152917
ADCY7	16	50287911
BRD7	16	50368934
NKD1	16	50548329
SNX20	16	50681353
NOD2	16	50697138
CYLD	16	50742049
LINC02127	16	51017757
SALL1	16	51151272
LINC01571	16	51762518
C16orf97	16	52073935
LINC00919	16	52085109
LINC02180	16	52085280
CASC22	16	52258563
TOX3	16	52546894
CASC16	16	52606975
CHD9	16	53055032
RBL2	16	53434419
AKTIP	16	53503304
RPGRIP1L	16	53703938
FTO	16	53703962
LINC02169	16	54270879
IRX3	16	54286466
LINC02140	16	54370458
CRNDE	16	54928778
IRX5	16	54931198
IRX6	16	55324558
MMP2	16	55479168
LPCAT2	16	55509000
CAPNS2	16	55566671
SLC6A2	16	55656439
CES1	16	55833163
CES5A	16	55875370
GNAO1	16	56191338
AMFR	16	56425538
NUDT21	16	56451349
OGFOD1	16	56451511
BBS2	16	56520096
MT4	16	56565048
MT3	16	56589354
MT2A	16	56608565
MT1E	16	56625672
MT1M	16	56632621
MT1A	16	56638665
MT1B	16	56651898
MT1F	16	56657942
MT1G	16	56668065
MT1H	16	56669813
MT1X	16	56682469
NUP93	16	56730104
SLC12A3	16	56865206
HERPUD1	16	56932089
CETP	16	56961922
NLRC5	16	57017073
CPNE2	16	57092542
FAM192A	16	57186064
RSPRY1	16	57186283
ARL2BP	16	57245125
PLLP	16	57284672
CCL22	16	57358782
CX3CL1	16	57372460
CCL17	16	57404766
CIAPIN1	16	57447528
COQ9	16	57447424
POLR2C	16	57462638
DOK4	16	57486473
CCDC102A	16	57536565
ADGRG5	16	57542636
ADGRG1	16	57628225
ADGRG3	16	57668244
DRC7	16	57694800
KATNB1	16	57735747
KIFC3	16	57782369
CNGB1	16	57971116
TEPP	16	57976434
ZNF319	16	57999858
USB1	16	58001372
MMP15	16	58025565
CFAP20	16	58129392
CSNK2A2	16	58197878
CCDC113	16	58249935
PRSS54	16	58295047
GINS3	16	58392393
NDRG4	16	58500142
SETD6	16	58515478
CNOT1	16	58629886
SLC38A7	16	58684777
GOT2	16	58734357
LINC02141	16	59855352
CDH8	16	62036835
CDH11	16	65122137
LINC02126	16	65176573
LINC00922	16	65576300
CDH5	16	66366606
LINC00920	16	66408523
BEAN1	16	66427296
TK2	16	66550412
CKLF	16	66552562
CKLF-CMTM1	16	66552562
CMTM1	16	66566390
CMTM2	16	66579447
CMTM3	16	66604324
CMTM4	16	66696707
DYNC1LI2	16	66751622
TERB1	16	66801620
NAE1	16	66830976
CA7	16	66844378
PDP2	16	66880360
CDH16	16	66918984
RRAD	16	66925536
FAM96B	16	66934423
CES2	16	66934443
CES3	16	66961228
CES4A	16	67000512
CBFB	16	67029146
C16orf70	16	67109892
B3GNT9	16	67150999
TRADD	16	67159909
FBXL8	16	67159987
HSF4	16	67163384
NOL3	16	67170496
KIAA0895L	16	67183980
EXOC3L1	16	67190204
E2F4	16	67192164
ELMO3	16	67199124
LRRC29	16	67226818
TMEM208	16	67227112
FHOD1	16	67247522
SLC9A5	16	67248871
PLEKHG4	16	67279523
KCTD19	16	67326771
LRRC36	16	67326843
TPPP3	16	67393535
ZDHHC1	16	67416436
HSD11B2	16	67431132
ATP6V0D1	16	67481186
AGRP	16	67483813
RIPOR1	16	67528813
CTCF	16	67562406
CARMIL2	16	67645126
ACD	16	67660815
PARD6A	16	67660947
ENKD1	16	67666756
C16orf86	16	67666813
GFOD2	16	67719370
RANBP10	16	67806652
TSNAXIP1	16	67806877
CENPT	16	67847458
THAP11	16	67842309
NUTF2	16	67846731
EDC4	16	67873022
NRN1L	16	67884877
PSKH1	16	67893271
CTRL	16	67931875
PSMB10	16	67936877
LCAT	16	67944112
SLC12A4	16	67968694
DPEP3	16	67980549
DPEP2	16	67999518
DDX28	16	68023867
DUS2	16	68022943
NFATC3	16	68085365
ESRP2	16	68236233
PLA2G15	16	68245343
SLC7A6	16	68264515
SLC7A6OS	16	68310965
PRMT7	16	68310973
SMPD3	16	68448506
ZFP90	16	68539212
CDH3	16	68644835
CDH1	16	68737289
TANGO6	16	68843605
HAS3	16	69107539
CHTF8	16	69132590
UTP4	16	69132595
SNTB2	16	69187146
VPS4A	16	69311383
PDF	16	69330595
COG8	16	69339623
NIP7	16	69339511
TMED6	16	69351809
TERF2	16	69385988
CYB5B	16	69424594
NFAT5	16	69565965
NQO1	16	69726630
NOB1	16	69754968
WWP2	16	69762283
CLEC18A	16	69950901
PDXDC2P-NPIPB14P	16	70065948
PDPR	16	70113625
CLEC18C	16	70174172
EXOSC6	16	70251930
AARS	16	70289509
DDX19B	16	70299158
DDX19A	16	70346828
ST3GAL2	16	70439088
FUK	16	70454594
COG4	16	70523554
SF3B3	16	70523787
IL34	16	70579894
MTSS1L	16	70686051
VAC14	16	70801158
HYDIN	16	71230722
CMTR2	16	71289606
CALB2	16	71358712
ZNF23	16	71462252
ZNF19	16	71489351
CHST4	16	71526119
TAT	16	71577095
MARVELD3	16	71626152
PHLPP2	16	71724701
AP1G1	16	71809073
ATXN1L	16	71845990
ZNF821	16	71884190
IST1	16	71895492
PKD1L3	16	71999978
DHODH	16	72008743
HP	16	72054591
HPR	16	72063225
TXNL4B	16	72093651
DHX38	16	72093715
PMFBP1	16	72172165
LINC01572	16	72665009
ZFHX3	16	73048375
HCCAT5	16	73092348
C16orf47	16	73144447
LINC01568	16	73386804
PSMD7	16	74296774
NPIPB15	16	74377951
CLEC18B	16	74421470
GLG1	16	74607144
RFWD3	16	74666881
MLKL	16	74701148
FA2H	16	74774831
WDR59	16	74985146
ZNRF1	16	74999016
LDHD	16	75116772
ZFP1	16	75148440
CTRB2	16	75207174
CTRB1	16	75218985
BCAR1	16	75251628
CFDP1	16	75433489
TMEM170A	16	75464737
CHST6	16	75495028
CHST5	16	75535170
TMEM231	16	75556286
GABARAPL2	16	75566350
ADAT1	16	75623323
KARS	16	75647687
TERF2IP	16	75647736
CNTNAP4	16	76277216
LINC02125	16	76634997
MON1B	16	77190918
SYCE1L	16	77199396
ADAMTS18	16	77435114
NUDT7	16	77722491
VAT1L	16	77788563
CLEC3A	16	78022545
WWOX	16	78099412
MAF	16	79600725
MAFTRR	16	79770532
LINC01229	16	79770470
DYNLRB2	16	80540951
LINC01227	16	80569610
CDYL2	16	80804278
LINC02170	16	80892596
CMC2	16	81006897
CENPN	16	81006497
ATMIN	16	81035852
C16orf46	16	81077267
GCSH	16	81096375
BCO1	16	81238690
GAN	16	81314965
CMIP	16	81495348
PLCG2	16	81779257
SDR42E1	16	82011488
HSD17B2	16	82035252
MPHOSPH6	16	82170224
CDH13	16	82626793
HSBP1	16	83807902
MLYCD	16	83899124
OSGIN1	16	83953221
NECAB2	16	83968631
SLC38A8	16	84042157
MBTPS1	16	84116943
HSDL1	16	84145195
DNAAF1	16	84145259
TAF1C	16	84187070
ADAD2	16	84191116
KCNG4	16	84239750
WFDC1	16	84294705
ATP2C2	16	84368522
TLDC1	16	84504682
COTL1	16	84618096
KLHL36	16	84648510
USP10	16	84699948
CRISPLD2	16	84819980
ZDHHC7	16	85011535
KIAA0513	16	85027750
FAM92B	16	85112508
LINC02139	16	85137149
LINC00311	16	85282957
GSE1	16	85613235
GINS2	16	85688982
C16orf74	16	85751083
EMC8	16	85799542
COX4I1	16	85799566
IRF8	16	85899167
LINC01082	16	86196180
LINC01081	16	86286247
LINC02135	16	86286430
LINC00917	16	86345679
FENDRR	16	86508860
FOXF1	16	86510526
MTHFSD	16	86555235
FLJ30679	16	86555319
FOXC2	16	86567250
FOXL1	16	86578508
LINC02189	16	86721959
LINC02188	16	86722090
LINC02181	16	87057783
C16orf95	16	87317420
FBXO31	16	87383793
MAP1LC3B	16	87392194
ZCCHC14	16	87491854
JPH3	16	87602886
KLHDC4	16	87765992
SLC7A5	16	87869499
CA5A	16	87936506
BANP	16	87951431
LINC02182	16	88194280
ZNF469	16	88427470
ZFPM1	16	88453605
ZC3H18	16	88570380
IL17C	16	88638592
CYBA	16	88651084
MVD	16	88663149
SNAI3	16	88686474
RNF166	16	88706421
CTU2	16	88706462
PIEZO1	16	88785220
CDT1	16	88803777
APRT	16	88811934
GALNS	16	88856970
TRAPPC2L	16	88857085
PABPN1L	16	88866660
CBFA2T3	16	88977096
ACSF3	16	89093808
LINC00304	16	89159219
LINC02138	16	89166382
CDH15	16	89171754
SLC22A31	16	89200121
ZNF778	16	89217702
ANKRD11	16	89490561
SPG7	16	89508387
RPL13	16	89560656
CPNE7	16	89575767
DPEP1	16	89620591
CHMP1A	16	89657785
SPATA33	16	89657803
CDK10	16	89686667
SPATA2L	16	89701713
VPS9D1	16	89720986
ZNF276	16	89720984
FANCA	16	89816657
SPIRE2	16	89828498
TCF25	16	89873585
MC1R	16	89917878
TUBB3	16	89923278
DEF8	16	89948730
CENPBD1	16	89972832
DBNDD1	16	90020131
GAS8	16	90022599
PRDM7	16	90075930
FAM157C	16	90102263
DOC2B	17	181630
LINC02091	17	187251
RPH3AL	17	352842
C17orf97	17	410326
RFLNB	17	445940
VPS53	17	714856
FAM57A	17	732545
GEMIN4	17	752261
GLOD4	17	782331
MRM3	17	782328
NXN	17	979758
TIMM22	17	996892
ABR	17	1229680
BHLHA9	17	1270563
TUSC5	17	1279662
YWHAE	17	1400262
CRK	17	1456267
MYO1C	17	1491678
INPP5K	17	1516888
PITPNA	17	1562816
SLC43A2	17	1628886
SCARF1	17	1645789
RILP	17	1650098
PRPF8	17	1684882
TLCD2	17	1710368
MIR22HG	17	1716272
WDR81	17	1716522
SERPINF2	17	1742835
SERPINF1	17	1761924
SMYD4	17	1829881
RPA1	17	1829978
RTN4RL1	17	2025345
DPH1	17	2030111
OVCA2	17	2041982
HIC1	17	2055098
SMG6	17	2303775
SRR	17	2303942
TSR1	17	2337384
SGSM2	17	2337513
MNT	17	2400964
METTL16	17	2511906
PAFAH1B1	17	2593628
CLUH	17	2711633
RAP1GAP2	17	2796437
OR1D5	17	3063607
OR1D2	17	3092996
OR1G1	17	3127551
OR1A2	17	3197516
OR1A1	17	3215620
OR3A2	17	3278974
OR3A1	17	3292582
OR1E1	17	3398410
OR3A3	17	3420567
OR1E2	17	3433841
SPATA22	17	3471747
ASPA	17	3476001
TRPV3	17	3557995
TRPV1	17	3597042
SHPK	17	3636322
CTNS	17	3636467
P2RX5-TAX1BP3	17	3696404
TAX1BP3	17	3668679
EMC6	17	3668722
P2RX5	17	3696404
ITGAE	17	3801243
GSG2	17	3723902
NCBP3	17	3846251
CAMKK1	17	3893043
P2RX1	17	3916666
ATP2A3	17	3964464
ZZEF1	17	4142959
CYB5D2	17	4143167
ANKFY1	17	4263995
UBE2G1	17	4366674
SPNS3	17	4433923
SPNS2	17	4498842
MYBBP1A	17	4555386
GGT6	17	4560596
SMTNL2	17	4583980
LINC01996	17	4610448
ALOX15	17	4641665
PELP1	17	4704337
ARRB2	17	4710493
MED11	17	4731407
CXCL16	17	4739928
ZMYND15	17	4740014
TM4SF5	17	4771891
VMO1	17	4786434
GLTPD2	17	4788958
PSMB6	17	4796143
PLD2	17	4807100
MINK1	17	4833339
CHRNE	17	4903074
C17orf107	17	4899652
GP1BA	17	4932274
SLC25A11	17	4940167
RNF167	17	4940007
PFN1	17	4949086
ENO3	17	4951088
SPAG7	17	4967837
CAMTA2	17	4987665
INCA1	17	4997610
KIF1C	17	4997947
SLC52A1	17	5035432
ZFP3	17	5078458
ZNF232	17	5112274
USP6	17	5128391
ZNF594	17	5191883
SCIMP	17	5234860
RABEP1	17	5282262
NUP88	17	5419739
RPAIN	17	5419640
C1QBP	17	5439151
DHX33	17	5469060
DERL2	17	5486230
MIS12	17	5486373
NLRP1	17	5584512
WSCD1	17	6070613
AIPL1	17	6435199
PIMREG	17	6444414
PITPNM3	17	6556557
KIAA0753	17	6640927
TXNDC17	17	6640901
MED31	17	6651634
C17orf100	17	6651738
SLC13A5	17	6713421
XAF1	17	6755836
FBXO39	17	6776232
TEKT1	17	6831741
ALOX12	17	6996064
RNASEK	17	7012416
RNASEK-C17orf49	17	7012416
C17orf49	17	7014736
BCL6B	17	7023049
SLC16A13	17	7036074
SLC16A11	17	7043923
CLEC10A	17	7080307
ASGR2	17	7114811
ASGR1	17	7179564
DLG4	17	7220050
ACADVL	17	7219830
DVL2	17	7234544
PHF23	17	7239506
GABARAP	17	7242434
CTDNEP1	17	7251940
ELP5	17	7252200
CLDN7	17	7262945
SLC2A4	17	7281734
YBX2	17	7294557
EIF5A	17	7307536
GPS2	17	7315339
NEURL4	17	7329319
ACAP1	17	7336528
KCTD11	17	7351888
TMEM95	17	7355135
TNK1	17	7380973
PLSCR3	17	7394843
TMEM256-PLSCR3	17	7404131
TMEM256	17	7404131
NLGN2	17	7408182
SPEM1	17	7420359
C17orf74	17	7425615
TMEM102	17	7435442
FGF11	17	7439026
CHRNB1	17	7445086
ZBTB4	17	7484249
SLC35G6	17	7481401
POLR2A	17	7484378
TNFSF12-TNFSF13	17	7549057
TNFSF12	17	7549057
TNFSF13	17	7558291
SENP3	17	7561991
SENP3-EIF4A1	17	7561991
EIF4A1	17	7572705
CD68	17	7579486
MPDU1	17	7583646
SOX15	17	7590170
FXR2	17	7614897
SAT2	17	7627876
SHBG	17	7630093
ATP1B2	17	7650889
TP53	17	7687550
WRAP53	17	7688348
EFNB3	17	7705201
DNAH2	17	7717353
KDM6B	17	7839916
TMEM88	17	7855065
NAA38	17	7857891
CYB5D1	17	7857726
CHD3	17	7888850
KCNAB3	17	7929435
TRAPPC1	17	7931949
CNTROB	17	7932123
GUCY2D	17	8002669
ALOX15B	17	8039039
ALOX12B	17	8087703
ALOXE3	17	8118542
HES7	17	8124092
PER1	17	8152435
VAMP2	17	8162975
TMEM107	17	8176396
BORCS6	17	8190246
AURKB	17	8210626
LINC00324	17	8224043
CTC1	17	8248095
PFAS	17	8249277
SLC25A35	17	8295343
RANGRF	17	8288650
ARHGEF15	17	8310821
ODF4	17	8339869
KRBA2	17	8371540
RPL26	17	8383164
RNF222	17	8397826
NDEL1	17	8435851
MYH10	17	8630761
CCDC42	17	8744836
SPDYE4	17	8758559
MFSD6L	17	8799349
PIK3R6	17	8867677
PIK3R5	17	8965712
NTN1	17	9021541
STX8	17	9575958
CFAP52	17	9576626
USP43	17	9645536
DHRS7C	17	9791297
GSG1L2	17	9822071
GLP2R	17	9825550
RCVRN	17	9905367
GAS7	17	9959449
MYH13	17	10373005
MYH8	17	10421950
MYH4	17	10469559
MYH1	17	10518542
MYH2	17	10549700
MYH3	17	10657309
SCO1	17	10697568
ADPRM	17	10697609
TMEM220	17	10730329
LINC00675	17	10804099
PIRT	17	10838101
SHISA6	17	11241422
DNAH9	17	11598430
ZNF18	17	11997510
MAP2K4	17	12020817
LINC00670	17	12549967
MYOCD	17	12665889
ARHGAP44	17	12789511
ELAC2	17	13018064
HS3ST3A1	17	13601942
COX10-AS1	17	14069458
COX10	17	14069401
CDRT15	17	14236862
HS3ST3B1	17	14301049
MGC12916	17	14303739
CDRT7	17	15030974
CDRT8	17	15106187
PMP22	17	15265357
TEKT3	17	15341641
CDRT4	17	15467611
TVP23C-CDRT4	17	15563631
TVP23C	17	15563631
CDRT1	17	15619704
TRIM16	17	15684311
ZNF286A	17	15699576
TBC1D26	17	15732276
LINC02087	17	15817742
ADORA2B	17	15944916
ZSWIM7	17	15999692
TTC19	17	15999379
NCOR1	17	16194639
PIGL	17	16217194
CENPV	17	16353498
UBB	17	16380796
TRPV2	17	16415541
LRRC75A-AS1	17	16438986
LRRC75A	17	16492191
ZNF287	17	16569212
ZNF624	17	16653853
CCDC144A	17	16690324
FAM106CP	17	16788742
TNFRSF13B	17	16972088
MPRIP	17	17042759
PLD6	17	17206332
FLCN	17	17237188
COPS3	17	17281303
NT5M	17	17303365
MED9	17	17476985
RASD1	17	17496395
PEMT	17	17591703
SMCR2	17	17677688
RAI1	17	17681472
SREBF1	17	17837011
TOM1L2	17	17972470
DRC3	17	17972812
ATPAF2	17	18039166
GID4	17	18039296
DRG2	17	18087866
MYO15A	17	18108705
ALKBH5	17	18183552
LLGL1	17	18225621
FLII	17	18258916
MIEF2	17	18260533
TOP3A	17	18315092
SMCR8	17	18315279
SHMT1	17	18363563
EVPLL	17	18377764
LINC02076	17	18411158
LGALS9C	17	18476784
FAM106A	17	18526846
TBC1D28	17	18644427
ZNF286B	17	18682259
TRIM16L	17	18722088
FBXW10	17	18744012
TVP23B	17	18780994
PRPSAP2	17	18858067
SLC5A10	17	18952164
FAM83G	17	19004747
GRAP	17	19047023
GRAPL	17	19127468
EPN2	17	19237376
B9D1	17	19362738
MAPK7	17	19378460
MFAP4	17	19387219
RNF112	17	19411177
SLC47A1	17	19533853
ALDH3A2	17	19648750
SLC47A2	17	19716730
ALDH3A1	17	19748433
ULK2	17	19867926
AKAP10	17	19977856
SPECC1	17	20155993
LGALS9B	17	20467535
CDRT15L2	17	20579723
CCDC144NL	17	20896140
USP22	17	21043039
LINC01563	17	21075555
DHRS7B	17	21126927
TMEM11	17	21214595
NATD1	17	21253266
MAP2K3	17	21284655
KCNJ12	17	21376386
KCNJ18	17	21405135
C17orf51	17	21551678
FAM27E5	17	22298763
FLJ36000	17	22399256
MTRNR2L1	17	22523110
WSB1	17	27294020
KSR1	17	27472009
LGALS9	17	27631147
NOS2	17	27800529
LYRM9	17	27893383
NLK	17	28042661
TMEM97	17	28319094
IFT20	17	28335489
TNFAIP1	17	28335521
POLDIP2	17	28357589
TMEM199	17	28357580
SEBOX	17	28365151
VTN	17	28370352
SARM1	17	28371661
SLC46A1	17	28406212
SLC13A2	17	28473645
FOXN1	17	28523940
UNC119	17	28552628
PIGS	17	28571869
ALDOC	17	28576933
SPAG5	17	28599038
SPAG5-AS1	17	28599132
SGK494	17	28614193
KIAA0100	17	28645159
SDF2	17	28662172
SUPT6H	17	28662197
PROCA1	17	28711907
RAB34	17	28718268
RPL23A	17	28719981
TLCD1	17	28726212
NEK8	17	28728813
TRAF4	17	28744004
FAM222B	17	28842839
ERAL1	17	28854956
FLOT2	17	28897697
DHRS13	17	28903071
PHF12	17	28951490
SEZ6	17	29006063
PIPOX	17	29042899
MYO18A	17	29180389
TIAF1	17	29075609
CRYBA1	17	29246856
NUFIP2	17	29294148
TAOK1	17	29390924
ABHD15	17	29567024
TP53I13	17	29568643
GIT1	17	29589592
ANKRD13B	17	29593508
CORO6	17	29621423
SSH2	17	29930228
EFCAB5	17	29941604
NSRP1	17	30116806
SLC6A4	17	30235968
BLMH	17	30292166
TMIGD1	17	30334059
CPD	17	30378923
GOSR1	17	30477407
TBC1D29	17	30559565
CRLF3	17	30824760
ATAD5	17	30831969
TEFM	17	30906268
ADAP2	17	30921735
RNF135	17	30970937
NF1	17	31094926
OMG	17	31297362
EVI2B	17	31314112
EVI2A	17	31321749
RAB11FIP4	17	31488000
COPRS	17	31859307
UTP6	17	31901710
SUZ12	17	31937009
LRRC37B	17	32021135
RHOT1	17	32142453
RHBDL3	17	32266175
C17orf75	17	32342209
ZNF207	17	32350137
PSMD11	17	32444462
CDK5R1	17	32487086
MYO1D	17	32877173
TMEM98	17	32927909
SPACA3	17	32991863
ASIC2	17	34156806
LINC01989	17	34183632
CCL2	17	34255276
CCL7	17	34270215
CCL11	17	34285667
CCL8	17	34319046
CCL13	17	34356451
CCL1	17	34363233
TMEM132E	17	34580748
CCT6B	17	34961509
ZNF830	17	34961529
LIG3	17	34980497
RAD51L3-RFFL	17	35121522
RFFL	17	35063740
RAD51D	17	35119869
FNDC8	17	35121611
NLE1	17	35142315
UNC45B	17	35148263
SLC35G3	17	35194393
SLFN5	17	35243066
SLFN11	17	35373701
SLFN12	17	35432524
SLFN13	17	35448837
SLFN12L	17	35487739
SLFN14	17	35558091
LINC02001	17	35568113
PEX12	17	35578637
AP2B1	17	35587262
RASL10B	17	35731659
GAS2L2	17	35752878
C17orf50	17	35760896
MMP28	17	35795707
TAF15	17	35809454
HEATR9	17	35868891
CCL5	17	35880373
RDM1	17	35930776
LYZL6	17	35943710
CCL16	17	35981496
CCL14	17	35986728
CCL15-CCL14	17	36002038
CCL15	17	36002038
CCL23	17	36017968
CCL18	17	36064271
CCL3	17	36090160
CCL4	17	36103826
CCL3L3	17	36196748
CCL4L2	17	36211062
TBC1D3B	17	36439555
ZNHIT3	17	36486626
MYO19	17	36535457
PIGW	17	36534761
GGNBP2	17	36544887
DHRS11	17	36591795
MRM1	17	36601595
LHX1	17	36937474
AATF	17	36948874
ACACA	17	37406811
C17orf78	17	37375985
TADA2A	17	37407224
DUSP14	17	37489844
SYNRG	17	37609438
DDX52	17	37643464
HNF1B	17	37745078
MRPL45	17	38297022
GPR179	17	38343810
SOCS7	17	38352123
ARHGAP23	17	38428475
SRCIN1	17	38605930
EPOP	17	38674934
MLLT6	17	38705619
CISD3	17	38730256
PCGF2	17	38748305
PSMB3	17	38752712
PIP4K2B	17	38799905
CWC25	17	38825350
C17orf98	17	38841389
RPL23	17	38853800
LASP1	17	38869858
LINC00672	17	38925167
FBXO47	17	38967402
LINC02079	17	39027110
PLXDC1	17	39151649
ARL5C	17	39166161
CACNB1	17	39197703
RPL19	17	39200282
STAC2	17	39225787
FBXL20	17	39401656
MED1	17	39451274
CDK12	17	39461510
NEUROD2	17	39607922
PPP1R1B	17	39628497
STARD3	17	39637079
TCAP	17	39665345
PNMT	17	39668452
PGAP3	17	39688070
ERBB2	17	39699977
MIEN1	17	39730563
GRB7	17	39737908
IKZF3	17	39864188
ZPBP2	17	39868201
GSDMB	17	39918650
ORMDL3	17	39927804
LRRC3C	17	39941473
GSDMA	17	39962972
PSMD3	17	39980767
CSF3	17	40015360
MED24	17	40054636
THRA	17	40062814
NR1D1	17	40100725
MSL1	17	40122536
CASC3	17	40140253
RAPGEFL1	17	40177988
WIPF2	17	40219321
CDC6	17	40287893
RARA	17	40318220
GJD3	17	40364693
TOP2A	17	40417950
IGFBP4	17	40443423
TNS4	17	40501602
CCR7	17	40565484
SMARCE1	17	40647851
KRT222	17	40665164
KRT24	17	40703750
KRT25	17	40755332
KRT26	17	40772159
KRT27	17	40782534
KRT28	17	40799959
KRT10	17	40822611
TMEM99	17	40819121
KRT12	17	40867210
KRT20	17	40885243
KRT23	17	40937643
KRT39	17	40966892
KRT40	17	40987135
KRTAP3-3	17	40994133
KRTAP3-2	17	40999886
KRTAP3-1	17	41009114
KRTAP1-5	17	41027202
KRTAP1-4	17	41030125
KRTAP1-3	17	41034855
KRTAP1-1	17	41041461
KRTAP2-1	17	41047316
KRTAP2-2	17	41055211
KRTAP2-3	17	41060092
KRTAP2-4	17	41065879
KRTAP4-7	17	41084206
KRTAP4-8	17	41098123
KRTAP4-9	17	41105388
KRTAP4-11	17	41118354
KRTAP4-12	17	41124167
KRTAP4-6	17	41140487
KRTAP4-5	17	41149802
KRTAP4-4	17	41160731
KRTAP4-3	17	41168172
KRTAP4-2	17	41178208
KRTAP4-1	17	41184895
KRTAP9-1	17	41189886
KRTAP9-2	17	41226647
KRTAP9-3	17	41232462
KRTAP9-8	17	41238017
KRTAP9-4	17	41249686
KRTAP9-9	17	41255383
KRTAP9-6	17	41265377
KRTAP9-7	17	41275697
KRTAP29-1	17	41302851
KRTAP16-1	17	41309253
KRTAP17-1	17	41315695
KRT33A	17	41350812
KRT33B	17	41369800
KRT34	17	41382384
KRT31	17	41397592
KRT37	17	41424570
KRT38	17	41441344
KRT32	17	41467386
KRT35	17	41481140
KRT36	17	41489864
KRT13	17	41505613
KRT15	17	41519018
KRT19	17	41528389
LINC00974	17	41554495
KRT9	17	41572058
KRT14	17	41586895
KRT16	17	41612827
KRT17	17	41624630
EIF1	17	41688874
GAST	17	41712325
HAP1	17	41734646
JUP	17	41786712
P3H4	17	41812199
FKBP10	17	41812709
NT5C3B	17	41836271
KLHL10	17	41837779
KLHL11	17	41865431
ACLY	17	41919019
TTC25	17	41930622
CNP	17	41966740
DNAJC7	17	42017697
NKIRAS2	17	42020068
ZNF385C	17	42038026
DHX58	17	42112733
KAT2A	17	42121364
HSPB9	17	42122737
RAB5C	17	42155044
KCNH4	17	42181278
HCRT	17	42185452
GHDC	17	42194532
STAT5B	17	42276406
STAT5A	17	42288055
STAT3	17	42388495
PTRF	17	42423320
ATP6V0A1	17	42458843
NAGLU	17	42535932
HSD17B1	17	42552557
COASY	17	42562073
MLX	17	42567059
PSMC3IP	17	42577831
FAM134C	17	42609427
TUBG1	17	42609339
TUBG2	17	42659247
PLEKHH3	17	42677030
CCR10	17	42681827
CNTNAP1	17	42682613
EZH1	17	42745096
RAMP2-AS1	17	42761257
RAMP2	17	42761193
VPS25	17	42773435
WNK4	17	42780630
COA3	17	42798725
CNTD1	17	42798835
BECN1	17	42824316
PSME3	17	42833141
AOC2	17	42844582
AOC3	17	42851183
LINC00671	17	42898734
G6PC	17	42900796
AARSD1	17	42964498
PTGES3L-AARSD1	17	42980003
PTGES3L	17	42980528
RUNDC1	17	42980561
RPL27	17	42998428
IFI35	17	43006724
VAT1	17	43022442
RND2	17	43025240
BRCA1	17	43125483
NBR1	17	43170969
TMEM106A	17	43211826
LINC00854	17	43303713
LINC00910	17	43388898
ARL4D	17	43398984
DHX8	17	43483864
ETV4	17	43545937
MEOX1	17	43661563
SOST	17	43758788
DUSP3	17	43779000
C17orf105	17	43780434
MPP3	17	43833179
CD300LG	17	43847147
MPP2	17	43907942
FAM215A	17	43917207
LINC01976	17	43938260
PPY	17	43942467
PYY	17	44004469
NAGS	17	44004663
TMEM101	17	44015029
LSM12	17	44067619
G6PC3	17	44070729
HDAC5	17	44123646
C17orf53	17	44141901
ASB16	17	44170705
TMUB2	17	44186985
ATXN7L3	17	44198161
UBTF	17	44219673
SLC4A1	17	44268134
RUNDC3A	17	44308558
SLC25A39	17	44324870
GRN	17	44345085
FAM171A2	17	44363867
ITGA2B	17	44389601
GPATCH8	17	44503602
FZD2	17	44557443
LINC01180	17	44650349
MEIOC	17	44656393
CCDC43	17	44689797
DBF4B	17	44708607
ADAM11	17	44759178
GJC1	17	44830239
HIGD1B	17	44847901
EFTUD2	17	44899625
CCDC103	17	44899711
GFAP	17	44915552
KIF18B	17	44947711
C1QL1	17	44968276
DCAKD	17	45061129
NMT1	17	45061298
PLCD3	17	45132533
ACBD4	17	45135646
HEXIM1	17	45147316
HEXIM2	17	45160173
FMNL1	17	45221924
SPATA32	17	45262112
MAP3K14	17	45317064
